,cat,transcript_words,transcript_idx,IdSession,ID
8078,santé,"['prix', 'médicament', 'assureur', 'système', 'tarif', 'point', 'référence', 'rabais', 'paquet', 'volume']",1953,5106,271361
8088,santé,"['médicament', 'prix', 'référence', 'générique', 'sécurité', 'fois', 'boîte', 'système', 'patient', 'moyenne']",1964,5106,271443
8092,santé,"['générique', 'prix', 'pharmacien', 'nuance', 'taille', 'parallèle', 'médicament', 'importation', 'baisse', 'pression']",1968,5106,271444
8103,économie,"['prêt', 'durée', 'entreprise', 'rigueur', 'amortissement', 'remboursement', 'propose', 'délai', 'entier', 'charge']",1980,5106,271539
8106,santé,"['cigarette', 'tabac', 'variante', 'produit', 'nicotine', 'santé', 'snu', 'imposition', 'tabagisme', 'impôt']",1983,5106,271567
8124,logement-territoire,"['locataire', 'loyer', 'bailleur', 'clause', 'commerçant', 'réserve', 'solution', 'avocat', 'texte', 'tartuferie']",2001,5107,271852
8138,société,"['allocation', 'aide', 'versement', 'sport', 'gain', 'soutien', 'septembre', 'perte', 'revenu', 'base']",2016,5107,271995
8139,société,"['revenu', 'allocation', 'gain', 'perte', 'femme', 'congé', 'coronavirus', 'propos', 'administration', 'montant']",2017,5107,271997
8143,emploi,"['indemnité', 'contrat', 'événementiel', 'durée', 'gastronomie', 'dispositif', 'secteur', 'employeur', 'septembre', 'équipe']",2021,5107,272102
8151,agriculture-faune,"['budget', 'agriculture', 'salaire', 'déficit', 'amortissement', 'loup', 'dépense', 'suite', 'dette', 'moyenne']",2029,5107,272202
8154,finance,"['dépense', 'endettement', 'frein', 'traçabilité', 'manoeuvre', 'transparence', 'marge', 'budget', 'extraordinaire', 'finance']",2032,5107,272206
8156,finance,"['rigueur', 'somme', 'soutient', 'entreprise', 'négociation', 'transparence', 'dépense', 'délai', 'accès', 'aide']",2034,5107,272227
8164,société,"['centre', 'enfant', 'budget', 'crédit', 'violence', 'augmentation', 'organisation', 'programme', 'millième', 'ofa']",2042,5107,272326
8192,manifestation-loisirs,"['tir', 'centre', 'tireur', 'contribution', 'formation', 'augmentation', 'montant', 'budget', 'lieu', 'unité']",2073,5107,272668
8193,culture-média,"['culture', 'aspect', 'budget', 'septembre', 'acception', 'divergence', 'rubrique', 'bâti', 'montant', 'conseiller']",2074,5107,272641
8200,agriculture-faune,"['tourisme', 'ovin', 'végétal', 'concept', 'soutient', 'fonds', 'viticulture', 'estivage', 'éleveur', 'inflation']",2081,5107,272680
8209,transport,"['vélo', 'mobilité', 'aigle', 'loutre', 'technologie', 'concourt', 'citoyen', 'castor', 'prédateur', 'desserte']",2091,5107,272847
8226,justice,"['tour', 'susceptibilité', 'éternité', 'contrat', 'solution', 'unanimité', 'navette', 'notaire', 'juriste', 'nouveauté']",2111,5107,273313
8247,santé,"['publicité', 'mineur', 'protection', 'parrainage', 'interdiction', 'produit', 'restriction', 'promotion', 'liberté', 'proportionnalité']",2133,5107,273656
8283,politique,"['populo', 'invalidation', 'adage', 'principe', 'démocratie', 'peuple', 'initiant', 'infinie', 'arrêt', 'fier']",2174,5107,274084
8284,économie,"['technologie', 'client', 'innocence', 'présomption', 'erreur', 'valeur', 'supermarché', 'billet', 'travail', 'risque']",2175,5107,274099
8285,immigration,"['oral', 'octroi', 'écrit', 'intégration', 'naturalisation', 'référence', 'réattribution', 'langue', 'autorisation', 'établissement']",2176,5107,274087
8309,écologie,"['dégradation', 'eau', 'produit', 'délimitation', 'microgramme', 'aire', 'précaution', 'valeur', 'alimentation', 'métabolite']",2203,5107,274372
8338,santé,"['facture', 'contrôle', 'patient', 'subventionnement', 'rang', 'élimination', 'lecture', 'hôpital', 'association', 'compromis']",2235,5107,274644
8342,santé,"['matériel', 'mercredi', 'soin', 'thermomètre', 'papillon', 'patient', 'gant', 'décembre', 'unanimité', 'maladie']",2239,5107,274694
8344,économie,"['investissement', 'portefeuille', 'rappelon', 'apg', 'fonds', 'placement', 'rendement', 'fructification', 'enjeu', 'citoyen']",2241,5107,274721
8352,formation-recherche,"['langue', 'diplôme', 'professionnel', 'registre', 'frais', 'émolument', 'désavantage', 'inscription', 'enseignement', 'profession']",2249,5107,274759
8358,formation-recherche,"['divergence', 'synergie', 'toit', 'renseignement', 'coordination', 'essentiel', 'intention', 'compromis', 'centre', 'transparence']",2255,5107,274813
8364,économie,"['soupçon', 'vendeur', 'pierre', 'acteur', 'trompez', 'mafieux', 'banquier', 'persécution', 'métal', 'dimension']",2261,5107,274869
8366,justice,"['blanchiment', 'voeu', 'centre', 'argent', 'bergère', 'doucher', 'berger', 'renvoi', 'suspense', 'bienveillance']",2263,5107,274906
8377,politique,"['alternative', 'souveraineté', 'piste', 'négociation', 'reprise', 'mandat', 'analyse', 'processus', 'fond', 'marché']",2275,5107,275145
8383,armée-sécurité,"['entraide', 'collaboration', 'convention', 'particularité', 'criminalité', 'traité', 'obligation', 'caractère', 'centre', 'incrimination']",2281,5107,275260
8384,extérieur,"['entraide', 'traité', 'refus', 'infraction', 'poursuite', 'réserve', 'motif', 'coopération', 'collaboration', 'relation']",2282,5107,275261
8386,emploi,"['voyage', 'admission', 'statut', 'intégration', 'provisoire', 'bénéfice', 'interdiction', 'origine', 'permis', 'embauche']",2284,5107,275259
8392,économie,"['change', 'euro', 'réserve', 'taux', 'mode', 'calcul', 'programme', 'variation', 'crédit', 'recherche']",2291,5107,275331
8403,logement-territoire,"['maître', 'logement', 'ouvrage', 'utilité', 'loyer', 'crédit', 'prix', 'emprunt', 'construction', 'outil']",2302,5107,275380
8409,économie,"['cautionnement', 'planification', 'croissance', 'volume', 'arrêté', 'emprunt', 'prévisibilité', 'conversion', 'risque', 'sens']",2308,5107,275403
8411,économie,"['rigueur', 'voyage', 'autocar', 'entreprise', 'secteur', 'transport', 'aide', 'coronavirus', 'branche', 'base']",2310,5107,275418
8415,santé,"['médicament', 'approvisionnement', 'vaccin', 'mandat', 'pénurie', 'pharmacie', 'suite', 'sécurité', 'novembre', 'juin']",2315,5107,275436
8427,écologie,"['plastique', 'recyclage', 'emballage', 'bouteille', 'boisson', 'collecte', 'bannière', 'taxe', 'usage', 'main']",2327,5107,275622
8434,écologie,"['eau', 'biodiversité', 'stade', 'coordination', 'approvisionnement', 'consommation', 'compromis', 'énergie', 'gestion', 'occasion']",2334,5107,275707
8456,santé,"['appareil', 'lettre', 'médicament', 'baisse', 'moyen', 'prix', 'donnée', 'information', 'caractère', 'assureur']",2360,5107,271928
8473,économie,"['interdiction', 'blocage', 'concurrence', 'peine', 'divergence', 'principe', 'comportement', 'justification', 'possibilité', 'entreprise']",2377,5107,272242
8475,logement-territoire,"['arbitrage', 'acteur', 'solidarité', 'air', 'carotte', 'gastronomie', 'haut', 'compte', 'face', 'indépendant']",2379,5107,272274
8482,politique,"['sein', 'citoyen', 'transparence', 'box', 'problématique', 'engagement', 'gramme', 'corruption', 'dépliant', 'fois']",2386,5107,272321
8490,agriculture-faune,"['puceron', 'savon', 'betterave', 'hectare', 'polluant', 'cycle', 'culture', 'insatisfaction', 'agriculteur', 'conseiller']",2394,5107,272347
8491,agriculture-faune,"['betterave', 'solution', 'hectare', 'producteur', 'frustration', 'variété', 'produit', 'homologation', 'problème', 'culture']",2395,5107,272343
8497,économie,"['responsabilité', 'membre', 'renvoi', 'remarque', 'constellation', 'direction', 'administrateur', 'ordinaire', 'négligence', 'administration']",2401,5107,272466
8501,emploi,"['vague', 'contrat', 'durée', 'besoin', 'professionnel', 'costumier', 'éclairagiste', 'bénéfice', 'septembre', 'gastronomie']",2405,5107,272589
8510,finance,"['crise', 'budget', 'charge', 'augmentation', 'fonctionnement', 'dette', 'croissance', 'décroissance', 'poste', 'terme']",2414,5107,273282
8514,transport,"['infrastructure', 'réseau', 'installation', 'crédit', 'investissement', 'fonds', 'entretien', 'transbordement', 'transport', 'compagnie']",2418,5107,273612
8517,transport,"['responsabilité', 'verre', 'transport', 'moitié', 'wagon', 'risque', 'incident', 'fer', 'besoin', 'chemin']",2421,5107,273690
8530,santé,"['soin', 'subside', 'matériel', 'assurance', 'prime', 'charge', 'conséquence', 'ensemble', 'acteur', 'coût']",2434,5107,273905
8537,économie,"['crédit', 'moitié', 'contre', 'entité', 'chose', 'base', 'argumentation', 'rejet', 'argument', 'volonté']",2441,5107,273989
8553,agriculture-faune,"['agriculture', 'production', 'suspension', 'oeuvre', 'rotation', 'exploitation', 'autoapprovisionnement', 'secteur', 'revenu', 'écologisation']",2457,5107,274805
8555,santé,"['planification', 'hôpital', 'pratique', 'arrêt', 'observateur', 'patient', 'tribunal', 'bénéfice', 'assurance', 'admission']",2459,5107,274857
8569,agriculture-faune,"['autoapprovisionnement', 'production', 'taux', 'calorie', 'consommation', 'engrais', 'gaspillage', 'compte', 'aspect', 'calcul']",2474,5107,274967
8588,télécommunications,"['courrier', 'délicatesse', 'solitude', 'guichet', 'service', 'diplomatie', 'enthousiasme', 'député', 'moment', 'clarté']",2493,5107,275318
8595,formation-recherche,"['production', 'recherche', 'développement', 'secteur', 'structure', 'vente', 'adaptabilité', 'ralenti', 'capacité', 'reprise']",2500,5107,275589
8600,formation-recherche,"['formation', 'collaboration', 'compétence', 'donnée', 'école', 'stratégie', 'utilisation', 'niveau', 'traitement', 'partenaire']",2505,5107,275674
8601,extérieur,"['puissance', 'approfondisse', 'renvoi', 'circonstance', 'dispositif', 'association', 'modèle', 'relation', 'but', 'place']",2506,5107,275634
8602,finance,"['créance', 'remboursement', 'urgence', 'adoption', 'divergence', 'délai', 'conclusion', 'affaire', 'entrée', 'nom']",2507,5107,275633
8612,justice,"['soupçon', 'émotion', 'indice', 'banquier', 'indication', 'chose', 'sens', 'cheveu', 'réforme', 'recherche']",2517,5108,276213
8629,culture-média,"['journaliste', 'média', 'métier', 'condition', 'travail', 'qualité', 'éthique', 'convention', 'profession', 'presse']",2535,5108,276476
8640,politique,"['transparence', 'virage', 'financement', 'vie', 'inquisition', 'parti', 'giratoire', 'obscurité', 'sorcière', 'compromis']",2546,5108,276727
8642,politique,"['négligence', 'parti', 'obligation', 'transparence', 'campagne', 'entrée', 'sanction', 'montant', 'élu', 'amende']",2548,5108,276757
8644,politique,"['élection', 'transparence', 'membre', 'contrôle', 'électeur', 'organisation', 'négligence', 'candidat', 'député', 'don']",2551,5108,276790
8648,justice,"['juge', 'tirage', 'sort', 'hasard', 'destitution', 'magistrat', 'paille', 'assemblée', 'déni', 'indépendance']",2555,5108,276844
8660,agriculture-faune,"['espèce', 'animal', 'spécimen', 'importation', 'reptile', 'commerce', 'cite', 'délai', 'modification', 'extinction']",2567,5108,276952
8664,société,"['sexe', 'donnée', 'étude', 'genre', 'femme', 'homme', 'guide', 'égalité', 'distinction', 'médecine']",2571,5108,276954
8674,société,"['validation', 'documentation', 'information', 'justification', 'déficit', 'alimentation', 'opinion', 'échelle', 'occasion', 'programme']",2581,5108,276963
8679,politique,"['délégation', 'femme', 'critère', 'parlement', 'assemblée', 'contact', 'taux', 'début', 'membre', 'ensemble']",2587,5108,276973
8703,emploi,"['caisse', 'chômage', 'frais', 'malus', 'transparence', 'bonus', 'incitation', 'activité', 'système', 'administration']",2613,5108,277181
8713,emploi,"['crise', 'emploi', 'entreprise', 'argent', 'chômage', 'délai', 'dividende', 'bénéfice', 'actionnaire', 'aide']",2623,5108,277920
8720,culture-média,"['culture', 'aide', 'subvention', 'instant', 'modèle', 'revenu', 'ordonnance', 'conseiller', 'base', 'exemple']",2630,5108,278049
8727,extérieur,"['monde', 'neutralité', 'pôle', 'duopole', 'événement', 'coronavirus', 'vision', 'intégration', 'manque', 'guerre']",2637,5108,278224
8728,santé,"['crise', 'pandémie', 'accès', 'thème', 'gestion', 'chapitre', 'marché', 'coopération', 'rapatriement', 'priorisation']",2638,5108,278230
8730,politique,"['stratégie', 'département', 'vision', 'honneur', 'page', 'accent', 'cohérence', 'méthode', 'thème', 'main']",2640,5108,278113
8746,formation-recherche,"['animal', 'expérimentation', 'raffinement', 'méthode', 'remplacement', 'réduction', 'recherche', 'humain', 'laboratoire', 'évaluation']",2658,5108,278487
8747,formation-recherche,"['expérimentation', 'recherche', 'interdiction', 'animal', 'rejet', 'médicament', 'renvoi', 'sociologie', 'biologie', 'synonyme']",2659,5108,278538
8753,formation-recherche,"['expérimentation', 'vaccin', 'science', 'recours', 'médicament', 'recherche', 'sympathie', 'standard', 'macaque', 'vigueur']",2665,5108,278672
8755,formation-recherche,"['expérimentation', 'méthode', 'animal', 'recherche', 'vaccin', 'module', 'voie', 'expérience', 'population', 'alternative']",2667,5108,278678
8764,santé,"['contraception', 'moyen', 'jeune', 'santé', 'pilule', 'accès', 'coût', 'ressort', 'consultation', 'atlas']",2676,5108,278775
8767,santé,"['médicament', 'importation', 'notice', 'langue', 'approvisionnement', 'régime', 'autorisation', 'prix', 'emballage', 'marché']",2679,5108,278793
8770,santé,"['diagnostic', 'classification', 'procédure', 'ordonnance', 'indication', 'prestation', 'fournisseur', 'assureur', 'loge', 'proportionné']",2682,5108,278668
8771,écologie,"['trophée', 'espèce', 'disparition', 'chasse', 'biodiversité', 'rhinocéros', 'voie', 'faune', 'conservation', 'planète']",2683,5108,278790
8775,retraite-rentes,"['réforme', 'division', 'fondement', 'résolution', 'intervalle', 'déduction', 'note', 'supplément', 'souci', 'dépôt']",2688,5108,278680
8787,santé,"['transparence', 'médicament', 'vitrine', 'prix', 'évolution', 'point', 'signal', 'contraire', 'accès', 'engagement']",2700,5108,278726
8789,énergie,"['installation', 'biomasse', 'bois', 'production', 'électricité', 'biogaz', 'exploitation', 'chaleur', 'énergie', 'contribution']",2703,5108,278840
8790,écologie,"['eau', 'captage', 'zone', 'contamination', 'chiffre', 'sol', 'auteur', 'ceate', 'aire', 'manière']",2704,5108,278844
8826,extérieur,"['rencontre', 'homme', 'comité', 'dialogue', 'violation', 'présent', 'travail', 'champ', 'commerce', 'mécanisme']",2746,5108,279037
8846,économie,"['consommateur', 'cherté', 'compromis', 'prix', 'pme', 'discrimination', 'commerce', 'coquille', 'reformulation', 'ligne']",2766,5108,279571
8853,agriculture-faune,"['denrée', 'agriculture', 'production', 'agriculteur', 'biodiversité', 'tonne', 'terre', 'effort', 'vente', 'produit']",2773,5108,279638
8854,agriculture-faune,"['grâce', 'conjoint', 'avancée', 'contradiction', 'agriculteur', 'part', 'vision', 'aménagement', 'exploitation', 'agriculture']",2775,5108,279628
8864,agriculture-faune,"['argent', 'somme', 'agriculture', 'paysan', 'monde', 'beauté', 'environnement', 'humeur', 'respect', 'otage']",2787,5108,279691
8866,formation-recherche,"['formation', 'financement', 'message', 'gestion', 'planification', 'vase', 'ressource', 'contribution', 'diplômé', 'sein']",2790,5108,279696
8874,santé,"['vaccination', 'vaccin', 'test', 'processus', 'pharmacie', 'travers', 'stratégie', 'mois', 'plan', 'population']",2798,5108,279855
8906,justice,"['avocat', 'audition', 'prévenu', 'justice', 'centre', 'lettre', 'foi', 'procédure', 'déclaration', 'bloc']",2831,5108,280385
8914,justice,"['détention', 'ministère', 'recours', 'jurisprudence', 'détenu', 'mise', 'sûreté', 'contrainte', 'heure', 'régime']",2839,5108,280418
8915,justice,"['détention', 'recours', 'tribunal', 'ministère', 'remise', 'liberté', 'contrainte', 'police', 'imminence', 'enfermement']",2840,5108,280454
