,topic_idx,topic_score,topic_name,cat,transcript_words,topic_words
6759,4,0.449,agriculture,société,"['chien', 'assistance', 'clarification', 'modalité', 'narcolepsie', 'épilepsie', 'autisme', 'prise', 'remerciement', 'adolescent']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
6760,1,0.154,politique,armée-sécurité,"['archivage', 'document', 'archive', 'activité', 'élément', 'arbitraire', 'armée', 'institution', 'événement', 'donnée']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
6778,13,0.037,immigration,société,"['bilinguisme', 'habitant', 'demeure', 'surcroît', 'geste', 'parlement', 'lieu', 'habitude', 'instar', 'cohérence']",asile - réfugié - immigration - intégration - étranger - frontière - requérant - séjour - naturalisation - demande
6781,0,0.015,santé,santé,"['ordonnance', 'consultation', 'calendrier', 'note', 'sérénité', 'travail', 'cannabis', 'possibilité', 'stabilité', 'thématique']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6790,14,0.243,logement,santé,"['plafond', 'prestation', 'besoin', 'santé', 'dépense', 'couverture', 'rigueur', 'loyer', 'conséquence', 'prime']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6805,0,1,santé,finance,"['endettement', 'frein', 'dépense', 'crise', 'pandémie', 'budget', 'chômage', 'santé', 'finance', 'amortissement']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6812,0,0.298,santé,finance,"['crédit', 'acteur', 'manifestation', 'propagation', 'culture', 'indemnité', 'perte', 'controverse', 'sein', 'report']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6822,2,0.189,économie,économie,"['pme', 'prêt', 'liquidité', 'taux', 'remboursement', 'cautionnement', 'intérêt', 'ebitda', 'crise', 'entreprise']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
6828,8,0.118,écologie,écologie,"['aviation', 'émission', 'compagnie', 'serre', 'gaz', 'climat', 'procédé', 'vol', 'prix', 'aide']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
6829,7,0.188,armée,transport,"['secteur', 'conditionner', 'réorientation', 'flotte', 'courage', 'nuit', 'pointe', 'sol', 'potentiel', 'gouvernement']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
6832,11,0.065,travail,culture-média,"['communauté', 'redevance', 'télévision', 'imposition', 'entreprise', 'travail', 'taxe', 'lrtv', 'titre', 'exonération']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
6836,14,1,logement,logement-territoire,"['loyer', 'local', 'bail', 'propriétaire', 'établissement', 'contrat', 'location', 'restauration', 'entreprise', 'pme']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6840,14,0.054,logement,logement-territoire,"['locataire', 'bailleur', 'salarié', 'comité', 'loyer', 'appel', 'juge', 'déclaration', 'voie', 'réduction']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6843,14,0.061,logement,logement-territoire,"['restauration', 'inquiétude', 'horaire', 'loyer', 'employé', 'exploitation', 'établissement', 'mai', 'réduction', 'secteur']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6855,5,0.112,finance,économie,"['crèche', 'soutien', 'loyer', 'accueil', 'billet', 'agence', 'voyage', 'tourisme', 'avion', 'inégalité']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
6869,20,1,culture,culture-média,"['vague', 'rassemblement', 'théâtre', 'cinéma', 'événement', 'ouverture', 'départ', 'responsabilité', 'compétence', 'activité']",culture - film - jeu - vidéo - patrimoine - message - cinéma - mineur - microtransaction - soutien
6870,0,0.185,santé,santé,"['scientifique', 'spécialiste', 'précipice', 'brouillard', 'ignorance', 'kilomètre', 'déconfinement', 'confinement', 'savoir', 'mort']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6872,11,0.122,travail,emploi,"['reprise', 'salarié', 'étude', 'espace', 'plupart', 'mois', 'activité', 'conseiller', 'protection', 'population']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
6873,0,0.376,santé,économie,"['virus', 'apprentissage', 'entreprise', 'dépourvu', 'phénoménal', 'monde', 'mai', 'casse', 'modestie', 'redémarrage']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6882,14,0.111,logement,logement-territoire,"['bailleur', 'locataire', 'loyer', 'pension', 'dérogation', 'mars', 'bail', 'incertitude', 'retard', 'problème']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6885,11,0.229,travail,emploi,"['dividende', 'horaire', 'entreprise', 'réduction', 'indemnité', 'chômage', 'travail', 'distribution', 'employé', 'exercice']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
6889,12,0.169,formation,formation-recherche,"['jeune', 'formation', 'formateur', 'rentrée', 'millier', 'entreprise', 'insertion', 'scolarité', 'perspective', 'apprentissage']",formation - école - recherche - innovation - langue - programme - encouragement - message - compétence - étudiant
6893,4,1,agriculture,économie,"['consommateur', 'voyagiste', 'consensus', 'représentant', 'intérêt', 'courant', 'table', 'jeu', 'garantie', 'emploi']",animal - agriculture - production - produit - consommateur - agriculteur - denrée - vin - sucre - lait
6899,0,0.158,santé,extérieur,"['aide', 'appel', 'séance', 'organisation', 'trouble', 'abstention', 'synergie', 'déplacement', 'camp', 'répercussion']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
6907,3,0.046,société,société,"['révélateur', 'crise', 'société', 'solidarité', 'précarité', 'redémarrage', 'hommage', 'soin', 'socle', 'repli']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
6915,3,1,société,société,"['crèche', 'accueil', 'commune', 'enfant', 'redressement', 'parent', 'offre', 'école', 'structure', 'mars']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
6937,14,0.043,logement,logement-territoire,"['bail', 'urgence', 'loyer', 'paiement', 'mois', 'locataire', 'logement', 'retard', 'septembre', 'local']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6939,1,1,politique,logement-territoire,"['solution', 'loyer', 'esprit', 'plénière', 'heure', 'soir', 'travail', 'contact', 'travers', 'exercice']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
6943,14,0.03,logement,logement-territoire,"['loyer', 'chaîne', 'bailleur', 'mois', 'locataire', 'revenu', 'étage', 'commerçant', 'appartement', 'bureau']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6948,2,0.386,économie,économie,"['région', 'vacance', 'tourisme', 'appel', 'valeur', 'touriste', 'classe', 'instant', 'série', 'famille']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
6961,16,0.096,retraite,retraite-rentes,"['rachat', 'pilier', 'prévoyance', 'déduction', 'revenu', 'versement', 'épargne', 'contribuable', 'vie', 'retraite']",rente - pilier - retraite - réforme - âge - femme - prévoyance - taux - compensation - prestation
6969,14,0.028,logement,économie,"['institution', 'prêt', 'multilatéralisme', 'ajustement', 'libéralisation', 'adhésion', 'simili', 'ouverture', 'marché', 'ambivalence']",loyer - locataire - logement - bail - bailleur - propriétaire - construction - argent - fonds - blanchiment
6980,2,0.207,économie,économie,"['chiffre', 'indemnité', 'membre', 'départ', 'organe', 'interdiction', 'provision', 'version', 'annulation', 'administration']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
7000,11,0.105,travail,emploi,"['salarié', 'crise', 'embryon', 'travail', 'chômage', 'socialiste', 'pandémie', 'pression', 'licenciement', 'crèche']",travail - chômage - travailleur - salaire - employeur - entreprise - indemnité - emploi - assurance - harcèlement
7050,7,0.211,armée,armée-sécurité,"['troupe', 'liaison', 'pont', 'équipe', 'paix', 'communauté', 'contact', 'défense', 'conflit', 'surveillance']",armée - arme - service - guerre - matériel - avion - civil - sécurité - armement - munition
7061,1,0.099,politique,économie,"['exigence', 'exception', 'règle', 'obligation', 'autorité', 'avancement', 'sécurité', 'technique', 'construction', 'recommandation']",vote - transparence - surveillance - membre - travail - négociation - raison - point - manière - système
7071,2,0.046,économie,économie,"['janvier', 'entrée', 'vigueur', 'réforme', 'ralentissement', 'prestation', 'report', 'printemps', 'bénéficiaire', 'loyer']",entreprise - prix - marché - banque - produit - concurrence - consommateur - société - investissement - travail
7093,0,0.021,santé,économie,"['quarantaine', 'allocation', 'gain', 'sujet', 'perte', 'notification', 'homologue', 'commentaire', 'mise', 'incidence']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
7106,0,0.286,santé,santé,"['forfait', 'partenaire', 'tarif', 'organisation', 'commande', 'financement', 'principe', 'maladie', 'uniformisation', 'assurance']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
7107,0,0.063,santé,santé,"['structure', 'donnée', 'tarif', 'prestation', 'forfait', 'uniformité', 'avertissement', 'élément', 'accomplissement', 'compétence']",assurance - santé - soin - coût - maladie - prime - patient - prestation - assureur - médicament
7139,15,0.176,transport,écologie,"['émission', 'véhicule', 'automobiliste', 'objectif', 'parc', 'décarbonée', 'progrès', 'électromobilité', 'tigre', 'polluant']",transport - véhicule - trafic - route - infrastructure - réseau - vélo - mobilité - agglomération - kilomètre
7149,17,0.003,autre,manifestation-loisirs,"['espoir', 'progressivité', 'philosophie', 'sénateur', 'club', 'abstention', 'proportion', 'point', 'notion', 'chambre']",divergence - version - prestation - montant - point - lettre - abstention - unanimité - objet - modification
7158,8,0.338,écologie,écologie,"['défiscalisation', 'taxe', 'agrocarburant', 'géothermie', 'montagne', 'restitution', 'solution', 'entreprise', 'taxation', 'essence']",émission - eau - objectif - biodiversité - zone - pesticide - surface - climat - produit - réduction
7165,5,0.079,finance,finance,"['crédit', 'vote', 'argent', 'redi', 'fois', 'définitive', 'précision', 'esprit', 'armée', 'propos']",budget - dépense - impôt - crédit - imposition - convention - montant - compte - augmentation - réforme
7169,3,0.32,société,société,"['enfant', 'mariage', 'couple', 'adoptif', 'parent', 'famille', 'sondage', 'sécurité', 'conjoint', 'orientation']",enfant - femme - congé - parent - famille - égalité - accueil - couple - vie - homme
